0	wordnet_builder_109878275	relatedto	wordnet_architect_109805475
86	wordnet_cartridge_102971691	relatedto	wordnet_round_104113641
87	wordnet_hurling_100470830	relatedto	wordnet_hurling_100470830
88	wordnet_pass_109386842	hascontext	wordnet_sport_100523513
89	wordnet_way_100415676	relatedto	wordnet_road_104096066
90	wordnet_trail_109460312	hascontext	wordnet_military_108199025
91	wordnet_book_106410904	usedfor	wordnet_education_100883297
92	wordnet_body_105216365	distinctfrom	wordnet_head_110162991
93	wordnet_report_107218470	relatedto	wordnet_document_106470073
94	wordnet_beverage_107881800	relatedto	wordnet_general_110123844
95	wordnet_mosque_103788195	synonym	wordnet_mosque_103788195
96	wordnet_branch_108401248	relatedto	wordnet_ship_104194289
97	wordnet_generic_107899976	relatedto	wordnet_group_100031264
98	wordnet_king_110231515	relatedto	wordnet_state_108168978
99	wordnet_bridge_102898711	relatedto	wordnet_architecture_102734725
100	wordnet_figure_106999647	hascontext	wordnet_music_107020895
101	wordnet_production_107006951	relatedto	wordnet_business_108061042
102	wordnet_bishop_109857200	partof	wordnet_assembly_102749790
103	wordnet_head_110162991	synonym	wordnet_point_105865998
104	wordnet_amusement_park_108494231	synonym	wordnet_amusement_park_108494231
105	wordnet_pilot_110433164	synonym	wordnet_pilot_110433164
106	wordnet_country_108544813	relatedto	wordnet_general_110123844
107	wordnet_group_100031264	relatedto	wordnet_organization_108008335
108	wordnet_letter_106624161	relatedto	wordnet_item_106482401
109	wordnet_form_105930736	relatedto	wordnet_class_107997703
110	wordnet_dance_107020538	relatedto	wordnet_art_102743547
111	wordnet_referendum_100181640	synonym	wordnet_referendum_100181640
112	wordnet_structure_104341686	relatedto	wordnet_set_107996689
113	wordnet_statue_104306847	relatedto	wordnet_form_105930736
114	wordnet_show_100520257	relatedto	wordnet_movie_106613686
115	wordnet_road_104096066	relatedto	wordnet_city_108524735
116	wordnet_disease_114070360	relatedto	wordnet_general_110123844
117	wordnet_diamond_113371958	relatedto	wordnet_gem_103432972
118	wordnet_borough_108540532	relatedto	wordnet_right_105174653
119	wordnet_translation_106536389	relatedto	wordnet_assembly_102749790
120	wordnet_season_115239579	relatedto	wordnet_annual_106426468
121	wordnet_astronaut_109818022	relatedto	wordnet_spacecraft_104264914
122	wordnet_hotel_103542333	atlocation	wordnet_town_108665504
123	wordnet_pope_110453533	relatedto	wordnet_poet_110444194
124	wordnet_city_108524735	distinctfrom	wordnet_town_108665504
125	wordnet_park_108615149	antonym	wordnet_skyscraper_104233124
126	wordnet_year_115203791	relatedto	wordnet_annual_106426468
127	wordnet_country_108544813	relatedto	wordnet_town_108665504
128	wordnet_show_100520257	relatedto	wordnet_see_108586825
129	wordnet_artist_109812338	relatedto	wordnet_painting_103876519
130	wordnet_sorority_108230477	relatedto	wordnet_fraternity_108229467
131	wordnet_school_108276720	relatedto	wordnet_location_100027167
132	wordnet_conflict_100958896	synonym	wordnet_battle_100953559
133	wordnet_circus_108189211	relatedto	wordnet_carnival_100519333
134	wordnet_head_110162991	relatedto	wordnet_animal_100015388
135	wordnet_watch_104555897	relatedto	wordnet_tool_104451818
136	wordnet_sex_105006898	relatedto	wordnet_member_110307234
137	wordnet_art_102743547	relatedto	wordnet_decoration_103169390
138	wordnet_box_102883344	relatedto	wordnet_polygon_113866144
139	wordnet_opera_107026352	relatedto	wordnet_song_107048000
140	wordnet_bridge_102898711	relatedto	wordnet_path_108616311
141	wordnet_family_108078020	synonym	wordnet_kin_107969695
142	wordnet_box_102883344	relatedto	wordnet_player_110439851
143	wordnet_company_108058098	relatedto	wordnet_movie_106613686
144	wordnet_manuscript_106406979	relatedto	wordnet_publication_106589574
145	wordnet_structure_104341686	relatedto	wordnet_form_105930736
146	wordnet_feature_105849789	relatedto	wordnet_cast_113913566
147	wordnet_star_109444100	relatedto	wordnet_galaxy_108270938
148	wordnet_resolution_106511874	hascontext	wordnet_medicine_106043075
149	wordnet_point_105865998	relatedto	wordnet_line_108430568
150	wordnet_type_105840188	relatedto	wordnet_value_105856388
151	wordnet_cheese_107850329	synonym	wordnet_cheese_107850329
152	wordnet_case_107308889	relatedto	wordnet_document_106470073
153	wordnet_chord_113874927	relatedto	wordnet_set_107996689
154	wordnet_minister_110320863	relatedto	wordnet_government_108050678
155	wordnet_font_106825399	relatedto	wordnet_computer_103082979
156	wordnet_dirt_114498096	relatedto	wordnet_material_114580897
157	wordnet_list_106481320	synonym	wordnet_number_105121418
158	wordnet_franchise_106526811	relatedto	wordnet_business_108061042
159	wordnet_school_108276720	relatedto	wordnet_university_108286569
160	wordnet_bridge_102898711	relatedto	wordnet_point_105865998
161	wordnet_singer_110599806	relatedto	wordnet_opera_107026352
162	wordnet_body_105216365	usedfor	wordnet_food_100021265
163	wordnet_coach_109931640	relatedto	wordnet_football_100468480
164	wordnet_cabinet_102933112	relatedto	wordnet_business_108061042
165	wordnet_list_106481320	relatedto	wordnet_item_106482401
166	wordnet_director_110014939	relatedto	wordnet_device_103183080
167	wordnet_charity_108406619	relatedto	wordnet_organization_108008335
168	wordnet_egg_101460457	relatedto	wordnet_person_100007846
169	wordnet_weather_111524662	relatedto	wordnet_state_108168978
170	wordnet_municipality_108626283	relatedto	wordnet_district_108552138
171	wordnet_drive_100307631	hascontext	wordnet_mining_100922327
172	wordnet_list_106481320	relatedto	wordnet_plant_100017222
173	wordnet_magazine_106595351	atlocation	wordnet_library_103660909
174	wordnet_grave_103455033	relatedto	wordnet_area_108497294
175	wordnet_geography_106122178	relatedto	wordnet_class_107997703
176	wordnet_actor_109765278	synonym	wordnet_performer_110415638
177	wordnet_religion_105946687	relatedto	wordnet_deity_109505418
178	wordnet_law_108441203	relatedto	wordnet_standard_107260623
179	wordnet_statue_104306847	relatedto	wordnet_art_form_105841151
180	wordnet_department_108114861	relatedto	wordnet_organization_108008335
181	wordnet_college_108278169	atlocation	wordnet_building_102913152
182	wordnet_report_107218470	relatedto	wordnet_title_106345993
183	wordnet_island_109316454	relatedto	wordnet_tour_100310666
184	wordnet_hospital_103540595	relatedto	wordnet_station_104306080
185	wordnet_hospital_103540595	relatedto	wordnet_building_102913152
186	wordnet_flag_103354903	relatedto	wordnet_symbol_106806469
187	wordnet_observatory_103839671	relatedto	wordnet_telescope_104403638
188	wordnet_medicine_106043075	relatedto	wordnet_therapy_100661091
189	wordnet_main_109345932	relatedto	wordnet_name_106333653
190	wordnet_fact_105817396	relatedto	wordnet_theory_105989479
191	wordnet_ambassador_109787534	relatedto	wordnet_representative_110522035
192	wordnet_continent_109254614	relatedto	wordnet_group_100031264
193	wordnet_culture_108287844	relatedto	wordnet_town_108665504
194	wordnet_cloud_111439690	usedfor	wordnet_weather_111524662
195	wordnet_memorial_106688522	synonym	wordnet_memorial_106688522
196	wordnet_diplomatic_mission_108402693	relatedto	wordnet_representative_110522035
197	wordnet_machine_103699975	distinctfrom	wordnet_appliance_102729965
198	wordnet_coach_109931640	synonym	wordnet_bus_102924116
199	wordnet_pinball_100459284	relatedto	wordnet_game_100456199
200	wordnet_animal_100015388	antonym	wordnet_mineral_114662574
201	wordnet_play_107007945	relatedto	wordnet_land_109334396
202	wordnet_engine_103287733	relatedto	wordnet_device_103183080
203	wordnet_machine_103699975	relatedto	wordnet_motor_103789946
204	wordnet_branch_108401248	relatedto	wordnet_division_108213205
205	wordnet_post_108624385	relatedto	wordnet_relay_100318567
206	wordnet_sphere_114514039	hascontext	wordnet_mythology_107978423
207	wordnet_nerve_105474346	atlocation	wordnet_organism_100004475
208	wordnet_line_108430568	relatedto	wordnet_outline_108612786
209	wordnet_quasar_109402370	synonym	wordnet_quasar_109402370
210	wordnet_music_107020895	relatedto	wordnet_language_106282651
211	wordnet_cup_final_107467027	relatedto	wordnet_final_107466832
212	wordnet_department_108114861	relatedto	wordnet_head_110162991
213	wordnet_tractor_104465501	relatedto	wordnet_vehicle_104524313
214	wordnet_chord_113874927	relatedto	wordnet_music_107020895
215	wordnet_factory_103316406	relatedto	wordnet_park_108615149
216	wordnet_standard_107260623	relatedto	wordnet_military_108199025
217	wordnet_race_107472657	relatedto	wordnet_contest_107456188
218	wordnet_statue_104306847	relatedto	wordnet_person_100007846
219	wordnet_furniture_103405725	atlocation	wordnet_house_103544360
220	wordnet_bridge_102898711	relatedto	wordnet_ship_104194289
221	wordnet_mining_100922327	relatedto	wordnet_mine_103768346
222	wordnet_regiment_108213817	relatedto	wordnet_ruler_110541229
223	wordnet_order_107168623	relatedto	wordnet_food_100021265
224	wordnet_corps_108212527	relatedto	wordnet_military_108199025
225	wordnet_aircraft_102686568	synonym	wordnet_aircraft_102686568
226	wordnet_road_104096066	atlocation	wordnet_valley_109468604
227	wordnet_dam_103160309	relatedto	wordnet_coin_113388245
228	wordnet_chapter_106396142	hascontext	wordnet_military_108199025
229	wordnet_box_102883344	relatedto	wordnet_object_100002684
230	wordnet_line_108430568	synonym	wordnet_line_108430568
231	wordnet_cipher_106254239	relatedto	wordnet_device_103183080
232	wordnet_bowler_109870096	synonym	wordnet_bowler_hat_102881757
233	wordnet_land_109334396	relatedto	wordnet_sea_109426788
234	wordnet_play_107007945	relatedto	wordnet_art_102743547
235	wordnet_temple_104407435	usedfor	wordnet_religion_105946687
236	wordnet_point_105865998	hascontext	wordnet_music_107020895
237	wordnet_four_113744304	relatedto	wordnet_number_105121418
238	wordnet_art_102743547	relatedto	wordnet_opera_107026352
239	wordnet_public_school_108410282	etymologicallyrelatedto	wordnet_school_108276720
240	wordnet_statue_104306847	atlocation	wordnet_city_108524735
241	wordnet_box_102883344	synonym	wordnet_machine_103699975
242	wordnet_party_108256968	relatedto	wordnet_happening_107283608
243	wordnet_sector_113875027	relatedto	wordnet_region_108630039
244	wordnet_tribe_108372411	relatedto	wordnet_family_108078020
245	wordnet_weapon_104565375	synonym	wordnet_weapon_104565375
246	wordnet_country_108544813	relatedto	wordnet_president_110468962
247	wordnet_record_106647206	instanceof	wordnet_newspaper_106267145
248	wordnet_version_107173585	hascontext	wordnet_medicine_106043075
249	wordnet_doll_103219135	usedfor	wordnet_decoration_103169390
250	wordnet_port_108633957	relatedto	wordnet_dock_103217191
251	wordnet_skier_110605253	relatedto	wordnet_ski_104228054
252	wordnet_referee_110514429	relatedto	wordnet_judge_110225219
253	wordnet_referee_110514429	relatedto	wordnet_official_110372373
254	wordnet_figure_106999647	relatedto	wordnet_statue_104306847
255	wordnet_war_100973077	synonym	wordnet_war_100973077
256	wordnet_mechanism_113512506	usedfor	wordnet_function_113783816
257	wordnet_theory_105989479	antonym	wordnet_fact_105817396
258	wordnet_house_103544360	atlocation	wordnet_subdivision_108674251
259	wordnet_central_bank_108349916	synonym	wordnet_central_bank_108349916
260	wordnet_car_102958343	relatedto	wordnet_bus_102924116
261	wordnet_dance_107020538	motivatedbygoal	wordnet_dancer_109989502
262	wordnet_shield_104192858	synonym	wordnet_shield_104192858
263	wordnet_right_105174653	relatedto	wordnet_law_108441203
264	wordnet_rock_109416076	atlocation	wordnet_field_108569998
265	wordnet_cabinet_102933112	relatedto	wordnet_executive_110069645
266	wordnet_pilot_110433164	relatedto	wordnet_trial_105799212
267	wordnet_street_104334599	relatedto	wordnet_road_104096066
268	wordnet_statue_104306847	relatedto	wordnet_image_105928118
269	wordnet_school_108276720	relatedto	wordnet_education_100883297
270	wordnet_dance_107020538	relatedto	wordnet_party_108256968
271	wordnet_television_station_104406350	relatedto	wordnet_building_102913152
272	wordnet_competition_101168569	relatedto	wordnet_composition_105076472
273	wordnet_pass_109386842	relatedto	wordnet_right_105174653
274	wordnet_line_108430568	hascontext	wordnet_geometry_106004685
275	wordnet_zone_108688247	hascontext	wordnet_baseball_100471613
276	wordnet_religion_105946687	relatedto	wordnet_organization_108008335
277	wordnet_skyscraper_104233124	atlocation	wordnet_city_108524735
278	wordnet_city_108524735	relatedto	wordnet_building_102913152
279	wordnet_governor_110140314	relatedto	wordnet_state_108168978
280	wordnet_royalty_108153437	relatedto	wordnet_payment_113278375
281	wordnet_trail_109460312	relatedto	wordnet_path_108616311
282	wordnet_distribution_105729036	relatedto	wordnet_box_102883344
283	wordnet_street_104334599	relatedto	wordnet_main_109345932
284	wordnet_course_100884466	synonym	wordnet_class_107997703
285	wordnet_item_106482401	synonym	wordnet_detail_105817845
286	wordnet_group_100031264	synonym	wordnet_group_100031264
287	wordnet_outline_108612786	synonym	wordnet_draft_113377268
288	wordnet_number_105121418	relatedto	wordnet_trial_105799212
289	wordnet_medicine_106043075	relatedto	wordnet_cabinet_102933112
290	wordnet_road_104096066	relatedto	wordnet_line_108430568
291	wordnet_architecture_102734725	relatedto	wordnet_structure_104341686
292	wordnet_plant_100017222	distinctfrom	wordnet_animal_100015388
293	wordnet_music_107020895	relatedto	wordnet_orchestra_108248157
294	wordnet_cycle_115287830	hascontext	wordnet_music_107020895
295	wordnet_address_107238694	relatedto	wordnet_book_106410904
296	wordnet_drive_100307631	relatedto	wordnet_diver_110019552
297	wordnet_payment_113278375	relatedto	wordnet_service_100577525
298	wordnet_atom_114585519	relatedto	wordnet_object_100002684
299	wordnet_first_lady_110092880	relatedto	wordnet_president_110468962
300	wordnet_statue_104306847	relatedto	wordnet_model_110324560
301	wordnet_market_101097292	relatedto	wordnet_location_100027167
302	wordnet_nerve_105474346	partof	wordnet_body_105216365
303	wordnet_dance_107020538	synonym	wordnet_dance_107020538
304	wordnet_calculator_109887034	relatedto	wordnet_set_107996689
305	wordnet_dock_103217191	relatedto	wordnet_hotel_103542333
306	wordnet_valley_109468604	synonym	wordnet_valley_109468604
307	wordnet_class_107997703	relatedto	wordnet_four_113744304
308	wordnet_sea_109426788	relatedto	wordnet_waterway_109476331
309	wordnet_horseman_110185793	derivedfrom	wordnet_horse_102374451
310	wordnet_parliament_108319198	synonym	wordnet_parliament_108319198
311	wordnet_endgame_107292273	derivedfrom	wordnet_game_100456199
312	wordnet_cyclone_114521302	synonym	wordnet_cyclone_114521302
313	wordnet_artery_105333777	relatedto	wordnet_vein_105418717
314	wordnet_security_114539268	atlocation	wordnet_casino_102977936
315	wordnet_ski_104228054	relatedto	wordnet_winter_115237782
316	wordnet_measure_100033615	relatedto	wordnet_musical_107019172
317	wordnet_course_100884466	relatedto	wordnet_racetrack_104037625
318	wordnet_astronaut_109818022	synonym	wordnet_astronaut_109818022
319	wordnet_organization_108008335	relatedto	wordnet_professional_110480583
320	wordnet_algorithm_105847438	usedfor	wordnet_software_106566077
321	wordnet_line_108430568	relatedto	wordnet_drug_103247620
322	wordnet_budget_113421832	relatedto	wordnet_chart_106999802
323	wordnet_species_108110373	relatedto	wordnet_race_107472657
324	wordnet_accident_107301336	hascontext	wordnet_military_108199025
325	wordnet_field_108569998	synonym	wordnet_area_108497294
326	wordnet_first_lady_110092880	relatedto	wordnet_woman_110787470
327	wordnet_name_106333653	relatedto	wordnet_address_107238694
328	wordnet_member_110307234	relatedto	wordnet_team_108208560
329	wordnet_chord_113874927	relatedto	wordnet_cycle_115287830
330	wordnet_menagerie_103745146	relatedto	wordnet_group_100031264
331	wordnet_bus_102924116	atlocation	wordnet_city_108524735
332	wordnet_market_101097292	relatedto	wordnet_area_108497294
333	wordnet_fall_115236859	antonym	wordnet_spring_115237044
334	wordnet_palace_103878066	relatedto	wordnet_house_103544360
335	wordnet_state_108168978	relatedto	wordnet_country_108544813
336	wordnet_spree_killer_110581648	relatedto	wordnet_mass_murderer_110298343
337	wordnet_division_108213205	relatedto	wordnet_operation_100955060
338	wordnet_hill_109303008	relatedto	wordnet_age_104924103
339	wordnet_statue_104306847	antonym	wordnet_painting_103876519
340	wordnet_railing_104047401	atlocation	wordnet_railway_station_104049098
341	wordnet_attack_100972621	hascontext	wordnet_military_108199025
342	wordnet_expedition_100968479	relatedto	wordnet_car_102958343
343	wordnet_system_104377057	hascontext	wordnet_music_107020895
344	wordnet_tennis_100482298	relatedto	wordnet_sport_100523513
345	wordnet_coat_103057021	relatedto	wordnet_body_105216365
346	wordnet_lens_103656484	relatedto	wordnet_device_103183080
347	wordnet_cloud_111439690	relatedto	wordnet_group_100031264
348	wordnet_channel_106259898	atlocation	wordnet_television_106277280
349	wordnet_weather_111524662	relatedto	wordnet_condition_113920835
350	wordnet_atom_114585519	synonym	wordnet_atom_114585519
351	wordnet_format_106636806	relatedto	wordnet_radio_station_104044119
352	wordnet_train_104468005	relatedto	wordnet_merchandise_103748886
353	wordnet_swimming_pool_104371225	atlocation	wordnet_school_108276720
354	wordnet_motor_103789946	relatedto	wordnet_machine_103699975
355	wordnet_letter_106624161	relatedto	wordnet_hieroglyph_106403679
356	wordnet_fuel_114875077	atlocation	wordnet_car_102958343
357	wordnet_mayor_110303814	relatedto	wordnet_town_108665504
358	wordnet_egg_101460457	hasproperty	wordnet_round_104113641
359	wordnet_code_106667317	relatedto	wordnet_browser_106571301
360	wordnet_art_102743547	relatedto	wordnet_value_105856388
361	wordnet_art_102743547	relatedto	wordnet_term_106303888
362	wordnet_video_106277803	synonym	wordnet_television_106277280
363	wordnet_temple_104407435	relatedto	wordnet_church_103028079
364	wordnet_doll_103219135	relatedto	wordnet_house_103544360
365	wordnet_vehicle_104524313	relatedto	wordnet_motor_103789946
366	wordnet_school_108276720	relatedto	wordnet_group_100031264
367	wordnet_condition_113920835	relatedto	wordnet_situation_113927383
368	wordnet_sea_109426788	synonym	wordnet_sea_109426788
369	wordnet_country_108544813	antonym	wordnet_continent_109254614
370	wordnet_case_107308889	relatedto	wordnet_second_115235126
371	wordnet_mountain_109359803	relatedto	wordnet_valley_109468604
372	wordnet_ballplayer_109835506	relatedto	wordnet_football_100468480
373	wordnet_land_109334396	relatedto	wordnet_value_105856388
374	wordnet_fly_102190166	hasproperty	wordnet_small_105559023
375	wordnet_city_district_108537837	derivedfrom	wordnet_city_108524735
376	wordnet_room_104105893	relatedto	wordnet_class_107997703
377	wordnet_final_107466832	relatedto	wordnet_term_106303888
378	wordnet_speaker_110630188	relatedto	wordnet_leader_109623038
379	wordnet_franchise_106526811	relatedto	wordnet_team_108208560
380	wordnet_term_106303888	synonym	wordnet_member_110307234
381	wordnet_company_108058098	relatedto	wordnet_building_102913152
382	wordnet_umpire_110735984	relatedto	wordnet_tennis_100482298
383	wordnet_dock_103217191	synonym	wordnet_pier_103933529
384	wordnet_head_110162991	synonym	wordnet_acme_113940456
385	wordnet_person_100007846	atlocation	wordnet_conference_108308497
386	wordnet_spring_115237044	relatedto	wordnet_season_115239579
387	wordnet_opera_107026352	relatedto	wordnet_dance_107020538
388	wordnet_play_107007945	relatedto	wordnet_art_form_105841151
389	wordnet_vehicle_104524313	relatedto	wordnet_object_100002684
390	wordnet_case_107308889	relatedto	wordnet_device_103183080
391	wordnet_forest_108438533	relatedto	wordnet_color_104956594
392	wordnet_archbishop_109805151	relatedto	wordnet_archbishopric_108550455
393	wordnet_head_110162991	relatedto	wordnet_person_100007846
394	wordnet_rock_109416076	atlocation	wordnet_mine_103768346
395	wordnet_series_108457976	relatedto	wordnet_number_105121418
396	wordnet_river_109411430	relatedto	wordnet_structure_104341686
397	wordnet_book_106410904	relatedto	wordnet_material_114580897
398	wordnet_premier_109907196	relatedto	wordnet_parliament_108319198
399	wordnet_bill_106536853	relatedto	wordnet_document_106470073
400	wordnet_diocese_108550966	relatedto	wordnet_bishop_109857200
401	wordnet_ensemble_108188235	hascontext	wordnet_music_107020895
402	wordnet_class_107997703	relatedto	wordnet_structure_104341686
403	wordnet_archbishop_109805151	relatedto	wordnet_bishop_109857200
404	wordnet_drive_100307631	relatedto	wordnet_operation_100955060
405	wordnet_film_103338821	atlocation	wordnet_movie_106613686
406	wordnet_footer_113650225	relatedto	wordnet_football_100468480
407	wordnet_book_106410904	synonym	wordnet_book_106410904
408	wordnet_civil_war_100962567	synonym	wordnet_civil_war_100962567
409	wordnet_club_108227214	relatedto	wordnet_group_100031264
410	wordnet_memorial_106688522	relatedto	wordnet_service_100577525
411	wordnet_fly_102190166	relatedto	wordnet_spy_110641755
412	wordnet_artery_105333777	antonym	wordnet_vein_105418717
413	wordnet_diamond_113371958	atlocation	wordnet_mine_103768346
414	wordnet_noble_110271677	relatedto	wordnet_king_110231515
415	wordnet_district_108552138	relatedto	wordnet_state_108168978
416	wordnet_coach_109931640	synonym	wordnet_coach_109931640
417	wordnet_budget_113421832	relatedto	wordnet_economy_108366753
418	wordnet_space_shuttle_104266014	relatedto	wordnet_vehicle_104524313
419	wordnet_camp_102944826	relatedto	wordnet_military_108199025
420	wordnet_person_100007846	relatedto	wordnet_woman_110787470
421	wordnet_garden_103417345	relatedto	wordnet_house_103544360
422	wordnet_rocket_104099429	relatedto	wordnet_race_107472657
423	wordnet_weapon_104565375	relatedto	wordnet_missile_103773504
424	wordnet_egg_101460457	relatedto	wordnet_food_100021265
425	wordnet_windmill_104587559	relatedto	wordnet_machine_103699975
426	wordnet_machine_103699975	relatedto	wordnet_tool_104451818
427	wordnet_alternative_medicine_100613473	relatedto	wordnet_medicine_106043075
428	wordnet_court_108329453	relatedto	wordnet_government_108050678
429	wordnet_city_108524735	atlocation	wordnet_state_108168978
430	wordnet_case_107308889	synonym	wordnet_event_100029378
431	wordnet_law_108441203	relatedto	wordnet_official_110372373
432	wordnet_range_109403734	relatedto	wordnet_scale_113850304
433	wordnet_impact_107338552	hascontext	wordnet_medicine_106043075
434	wordnet_theory_105989479	relatedto	wordnet_method_105660268
435	wordnet_committee_108324514	relatedto	wordnet_organization_108008335
436	wordnet_rock_109416076	synonym	wordnet_foundation_113790712
437	wordnet_land_109334396	relatedto	wordnet_term_106303888
438	wordnet_information_106634376	atlocation	wordnet_television_106277280
439	wordnet_song_107048000	antonym	wordnet_dance_107020538
440	wordnet_hallway_103479952	atlocation	wordnet_house_103544360
441	wordnet_artery_105333777	atlocation	wordnet_animal_100015388
442	wordnet_sport_100523513	relatedto	wordnet_play_107007945
443	wordnet_document_106470073	relatedto	wordnet_doctor_110020890
444	wordnet_country_108544813	antonym	wordnet_state_108168978
445	wordnet_bunch_107959943	relatedto	wordnet_number_105121418
446	wordnet_graph_107000195	relatedto	wordnet_letter_106624161
447	wordnet_law_108441203	relatedto	wordnet_business_108061042
448	wordnet_cast_113913566	relatedto	wordnet_form_105930736
449	wordnet_nationality_107949463	synonym	wordnet_culture_108287844
450	wordnet_club_108227214	relatedto	wordnet_school_108276720
451	wordnet_report_107218470	relatedto	wordnet_school_108276720
452	wordnet_trade_name_106845599	relatedto	wordnet_service_100577525
453	wordnet_beer_107886849	relatedto	wordnet_beer_107886849
454	wordnet_cartoon_106780678	hascontext	wordnet_art_102743547
